,urlid,label
1895,10351,0
1896,406,1
1897,8120,0
1898,8486,1
1899,6998,1
1900,77,1
1901,841,0
1902,7709,0
1903,7404,1
1904,5606,0
1905,965,1
1906,3163,0
1907,10192,0
1908,6163,0
1909,9865,0
1910,9518,0
1911,1267,0
1912,2051,1
1913,2046,0
1914,1464,1
1915,2153,0
1916,6612,0
1917,4971,1
1918,866,0
1919,4124,0
1920,5086,1
1921,4351,0
1922,8101,0
1923,7912,0
1924,2504,1
1925,2837,0
1926,2034,1
1927,4844,1
1928,7780,0
1929,5901,0
1930,3296,0
1931,7299,1
1932,8574,0
1933,7472,1
1934,2276,0
1935,5980,0
1936,3184,0
1937,4359,0
1938,1064,1
1939,9039,0
1940,6376,0
1941,1706,0
1942,7970,0
1943,3540,0
1944,1407,0
1945,4561,0
1946,6691,1
1947,7172,0
1948,1923,0
1949,4407,1
1950,6777,0
1951,2600,0
1952,1936,0
1953,9778,0
1954,2766,0
1955,6668,1
1956,9013,0
1957,4319,0
1958,3263,1
1959,1612,1
1960,5132,0
1961,216,1
1962,7232,0
1963,9373,0
1964,5030,1
1965,10107,0
1966,8309,1
1967,8449,1
1968,6961,0
1969,4954,0
1970,7344,1
1971,8146,1
1972,1132,1
1973,6145,1
1974,1353,1
1975,3624,1
1976,5058,1
1977,9789,0
1978,7290,0
1979,8583,0
1980,1088,1
1981,9210,1
1982,8240,0
1983,3326,0
1984,6315,1
1985,8410,1
1986,4535,0
1987,5991,0
1988,1874,1
1989,1898,0
1990,3557,1
1991,8587,1
1992,4190,0
1993,7261,1
1994,6854,0
1995,9375,0
1996,6317,1
1997,7713,1
1998,7058,1
1999,7628,0
2000,3513,0
2001,7953,1
2002,3445,0
2003,8461,0
2004,2834,0
2005,3414,0
2006,9262,1
2007,9235,0
2008,3146,0
2009,3379,0
2010,1701,0
2011,5527,0
2012,8031,1
2013,4032,1
2014,9782,1
2015,7656,1
2016,2985,1
2017,9334,1
2018,3343,0
2019,4760,0
2020,10311,1
2021,2609,1
2022,5117,0
2023,6724,1
2024,671,1
2025,798,0
2026,2341,1
2027,4262,1
2028,1950,1
2029,799,1
2030,2575,1
2031,660,1
2032,6432,0
2033,3168,1
2034,7435,1
2035,4010,1
2036,2882,1
2037,5930,1
2038,7716,0
2039,4054,0
2040,3148,0
2041,670,0
2042,3519,0
2043,5770,0
2044,8876,1
2045,8357,0
2046,1620,1
2047,8558,0
2048,6786,1
2049,3825,0
2050,5857,0
2051,7685,0
2052,3947,0
2053,6449,0
2054,8636,0
2055,6046,1
2056,3205,0
2057,9435,1
2058,6865,0
2059,281,1
2060,6922,0
2061,3536,0
2062,4555,0
2063,5364,1
2064,2483,1
2065,3524,1
2066,3117,0
2067,1152,0
2068,3912,0
2069,1297,1
2070,2896,0
2071,5804,1
2072,5722,1
2073,189,0
2074,2376,0
2075,4635,0
2076,4801,1
2077,5972,0
2078,2461,0
2079,1168,0
2080,5136,1
2081,7806,1
2082,2559,0
2083,2139,1
2084,10562,0
2085,1497,0
2086,4757,0
2087,1354,0
2088,5896,1
2089,6453,0
2090,1426,0
2091,4271,0
2092,7673,1
2093,7782,0
2094,8181,0
2095,1797,1
2096,8615,1
2097,3097,1
2098,5306,1
2099,9633,0
2100,8700,0
2101,9876,1
2102,8045,0
2103,7750,0
2104,6370,1
2105,7093,1
2106,8018,0
2107,1118,0
2108,4849,1
2109,9627,0
2110,829,0
2111,4164,0
2112,1707,1
2113,6752,0
2114,6236,0
2115,4052,0
2116,5283,0
2117,2856,1
2118,4630,0
2119,9563,1
2120,6576,1
2121,5721,0
2122,4305,1
2123,8972,0
2124,1694,1
2125,3582,1
2126,3913,0
2127,470,1
2128,4195,0
2129,3422,0
2130,9744,0
2131,4206,0
2132,7971,1
2133,141,0
2134,1994,1
2135,1602,1
2136,1031,0
2137,9150,0
2138,8528,0
2139,7545,0
2140,7448,0
2141,1821,0
2142,10075,0
2143,5242,0
2144,822,0
2145,4826,0
2146,910,0
2147,10147,0
2148,2018,1
2149,8916,0
2150,4880,1
2151,184,0
2152,6081,1
2153,4281,0
2154,7418,1
2155,6054,0
2156,7972,0
2157,4894,1
2158,5313,1
2159,5046,0
2160,7183,0
2161,5347,0
2162,5051,1
2163,495,1
2164,5985,1
2165,1227,1
2166,7594,1
2167,6178,0
2168,9344,1
2169,3681,1
2170,2805,1
2171,8237,0
2172,5139,1
2173,2347,0
2174,1978,0
2175,7824,0
2176,873,1
2177,2569,0
2178,4704,1
2179,6974,1
2180,4454,0
2181,35,0
2182,8231,0
2183,9280,0
2184,6567,0
2185,2088,1
2186,925,1
2187,9958,0
2188,5234,0
2189,7623,0
2190,6074,0
2191,8115,0
2192,10462,1
2193,5008,0
2194,1256,0
2195,5001,0
2196,6885,0
2197,7509,1
2198,6251,1
2199,7250,1
2200,9502,0
2201,267,0
2202,4109,1
2203,819,0
2204,9397,1
2205,3707,0
2206,870,1
2207,10203,0
2208,9241,1
2209,5215,0
2210,982,1
2211,3878,0
2212,1847,0
2213,10457,1
2214,7811,0
2215,6205,0
2216,8311,0
2217,7657,0
2218,8174,0
2219,2119,0
2220,7893,1
2221,7754,1
2222,3684,0
2223,3585,0
2224,300,0
2225,9176,1
2226,5879,1
2227,1457,1
2228,5040,0
2229,1862,0
2230,9749,1
2231,161,1
2232,6134,1
2233,4995,0
2234,54,0
2235,5125,0
2236,2032,0
2237,8210,0
2238,3816,0
2239,1769,1
2240,6156,0
2241,8667,1
2242,2974,0
2243,3417,0
2244,2835,1
2245,1668,1
2246,10028,0
2247,5619,0
2248,3169,1
2249,9153,0
2250,8746,1
2251,8049,1
2252,10564,0
2253,8691,0
2254,2765,1
2255,52,0
2256,2663,0
2257,3014,1
2258,9453,1
2259,8078,0
2260,2356,0
2261,7595,1
2262,2195,0
2263,7633,1
2264,1259,0
2265,5214,0
2266,531,0
2267,2398,0
2268,5458,1
2269,2794,0
2270,153,0
2271,256,1
2272,8787,0
2273,4496,1
2274,9649,0
2275,461,0
2276,502,0
2277,529,0
2278,5529,0
2279,9391,1
2280,1032,1
2281,9896,0
2282,5557,1
2283,1836,0
2284,3476,0
2285,7104,0
2286,5480,0
2287,1717,0
2288,1333,1
2289,1806,0
2290,8297,0
2291,2806,0
2292,3407,0
2293,10518,0
2294,6043,0
2295,8857,1
2296,8456,0
2297,427,0
2298,4028,1
2299,1988,0
2300,7354,0
2301,2393,0
2302,452,0
2303,5445,1
2304,7637,1
2305,5486,1
2306,4175,0
2307,6068,0
2308,8968,0
2309,9384,1
2310,7470,1
2311,9319,1
2312,5817,1
2313,10294,1
2314,1313,0
2315,10181,0
2316,5269,0
2317,127,0
2318,989,1
2319,10234,0
2320,4799,1
2321,3834,0
2322,9206,0
2323,4753,0
2324,4437,0
2325,3520,1
2326,10124,0
2327,1318,0
2328,2055,1
2329,690,1
2330,1294,0
2331,6522,1
2332,4453,0
2333,624,0
2334,2863,1
2335,4922,0
2336,4120,0
2337,8164,0
2338,2317,0
2339,6058,0
2340,1428,1
2341,3577,1
2342,5811,1
2343,1430,1
2344,4488,0
2345,9634,1
2346,4482,1
2347,4580,1
2348,2571,0
2349,10499,1
2350,3932,0
2351,377,1
2352,5851,0
2353,6384,1
2354,6470,0
2355,8505,0
2356,4268,1
2357,10397,0
2358,4309,0
2359,1949,1
2360,2097,0
2361,9709,0
2362,4936,0
2363,4033,0
2364,3828,1
2365,8862,0
2366,374,0
2367,401,1
2368,10015,1
2369,7613,0
2370,4397,1
2371,2329,1
2372,4733,1
2373,1552,0
2374,2486,1
2375,940,0
2376,7118,1
2377,8060,1
2378,1550,0
2379,6202,0
2380,8980,1
2381,8162,1
2382,10066,0
2383,7981,1
2384,7336,1
2385,6277,0
2386,1670,1
2387,6007,0
2388,7832,0
2389,2612,0
2390,8320,1
2391,1779,1
2392,6107,0
2393,2537,1
2394,2726,1
2395,8717,1
2396,2201,0
2397,6276,0
2398,3293,0
2399,7907,1
2400,7321,0
2401,840,0
2402,1081,0
2403,8289,1
2404,343,0
2405,8184,0
2406,7166,1
2407,8805,1
2408,9407,0
2409,5573,0
2410,9330,1
2411,2215,1
2412,4105,0
2413,7699,0
2414,5850,0
2415,10228,1
2416,638,1
2417,5633,0
2418,5919,0
2419,4573,0
2420,7164,0
2421,5093,1
2422,9815,1
2423,8411,1
2424,8955,1
2425,9556,0
2426,7349,0
2427,8436,1
2428,2631,1
2429,2739,1
2430,3930,0
2431,6833,0
2432,9186,1
2433,3150,0
2434,8328,1
2435,4006,1
2436,3065,0
2437,3305,0
2438,2506,0
2439,9737,0
2440,5178,0
2441,9452,0
2442,10111,1
2443,1652,0
2444,10134,0
2445,7247,0
2446,4363,1
2447,1712,1
2448,4232,0
2449,5626,0
2450,3049,1
2451,5397,0
2452,8637,0
2453,8785,0
2454,4438,1
2455,1410,0
2456,6902,0
2457,187,0
2458,3883,1
2459,3988,1
2460,5620,0
2461,2904,0
2462,3926,0
2463,9020,0
2464,2947,0
2465,2364,1
2466,5291,1
2467,7078,0
2468,4477,0
2469,4333,1
2470,9247,0
2471,6957,0
2472,7281,0
2473,4012,0
2474,975,1
2475,8037,1
2476,10408,1
2477,2900,1
2478,6457,1
2479,9292,1
2480,2115,0
2481,9001,1
2482,8981,0
2483,6085,0
2484,49,0
2485,210,0
2486,1607,0
2487,5256,0
2488,3170,1
2489,147,1
2490,7627,1
2491,83,0
2492,3686,0
2493,5133,1
2494,935,0
2495,2875,0
2496,7277,0
2497,55,1
2498,1253,0
2499,3406,1
2500,2474,1
2501,8451,0
2502,7301,1
2503,8466,0
2504,7499,1
2505,4926,1
2506,9033,0
2507,3999,0
2508,1017,0
2509,947,1
2510,7798,0
2511,6280,0
2512,6393,0
2513,8056,0
2514,9003,0
2515,4481,0
2516,5134,0
2517,4804,1
2518,34,0
2519,5659,1
2520,4519,0
2521,6272,1
2522,765,0
2523,3752,0
2524,1753,0
2525,2123,0
2526,1802,0
2527,7678,1
2528,4547,0
2529,3793,0
2530,7453,0
2531,5330,0
2532,4093,1
2533,2362,0
2534,7116,0
2535,3135,1
2536,10536,0
2537,8484,0
2538,9002,0
2539,10204,0
2540,7570,0
2541,1275,1
2542,3630,0
2543,9096,0
2544,3475,0
2545,4818,1
2546,2019,0
2547,10402,0
2548,643,1
2549,9927,0
2550,2827,0
2551,288,0
2552,7886,1
2553,6584,1
2554,5554,1
2555,6329,0
2556,1233,0
2557,2541,0
2558,1150,0
2559,8459,1
2560,1814,0
2561,5564,0
2562,4306,1
2563,2144,0
2564,9792,0
2565,4634,0
2566,10084,0
2567,9847,0
2568,8510,0
2569,8921,1
2570,2509,1
2571,2111,1
2572,7505,0
2573,556,0
2574,9596,1
2575,1863,0
2576,8172,0
2577,8404,1
2578,3607,0
2579,7802,0
2580,3503,0
2581,5624,0
2582,331,1
2583,542,1
2584,9705,0
2585,3592,0
2586,5018,0
2587,5800,1
2588,8651,0
2589,7600,0
2590,9509,0
2591,5431,0
2592,7454,0
2593,8106,0
2594,3137,1
2595,702,0
2596,6287,1
2597,5657,0
2598,8027,0
2599,5350,0
2600,30,1
2601,2677,1
2602,3898,0
2603,9451,1
2604,9949,0
2605,8074,0
2606,6618,1
2607,8351,0
2608,7861,1
2609,8914,0
2610,9820,0
2611,9148,1
2612,1334,0
2613,1684,0
2614,6414,0
2615,6967,1
2616,1726,1
2617,9178,0
2618,6642,0
2619,1024,1
2620,6437,0
2621,7042,1
2622,5319,0
2623,4594,0
2624,3702,1
2625,4882,1
2626,4243,1
2627,4750,0
2628,5735,1
2629,1432,0
2630,7576,1
2631,7455,0
2632,5563,0
2633,2291,1
2634,5386,0
2635,8490,0
2636,2357,0
2637,5473,1
2638,7091,1
2639,2464,0
2640,2801,1
2641,6604,1
2642,2122,1
2643,4320,1
2644,1841,1
2645,8129,0
2646,3149,0
2647,10525,1
2648,1869,0
2649,8664,0
2650,1941,0
2651,5216,0
2652,7993,0
2653,7327,0
2654,4076,0
2655,6544,0
2656,3300,0
2657,9139,1
2658,6761,1
2659,2220,0
2660,5661,0
2661,1676,0
2662,1572,1
2663,9545,0
2664,212,1
2665,2498,0
2666,5758,0
2667,241,1
2668,7872,1
2669,10546,0
2670,9615,1
2671,882,0
2672,5753,0
2673,547,0
2674,10275,0
2675,7686,1
2676,6508,1
2677,4296,1
2678,6625,1
2679,404,0
2680,1289,0
2681,5239,1
2682,10261,1
2683,2649,0
2684,9886,1
2685,5341,0
2686,869,1
2687,5533,1
2688,1560,1
2689,9892,0
2690,1933,0
2691,5885,0
2692,7833,0
2693,7296,0
2694,7373,1
2695,8983,0
2696,5842,0
2697,2194,0
2698,132,0
2699,2659,1
2700,7896,0
2701,7887,1
2702,5745,1
2703,2409,1
2704,2253,1
2705,1434,1
2706,6946,0
2707,6510,1
2708,6982,0
2709,8999,0
2710,5170,0
2711,10158,0
2712,234,0
2713,9034,1
2714,3801,1
2715,3887,0
2716,10361,1
2717,5385,1
2718,6575,1
2719,3560,0
2720,2112,1
2721,4307,1
2722,8704,1
2723,10476,1
2724,4637,0
2725,2953,1
2726,1320,1
2727,3264,1
2728,7904,1
2729,9144,1
2730,4494,1
2731,4819,1
2732,3781,0
2733,3459,0
2734,5681,0
2735,6507,0
2736,3722,1
2737,398,0
2738,9377,1
2739,978,0
2740,3104,1
2741,2693,0
2742,3803,1
2743,9533,1
2744,1173,0
2745,10307,1
2746,10326,0
2747,5113,0
2748,1116,1
2749,10452,1
2750,8013,0
2751,6491,0
2752,9906,1
2753,7531,0
2754,102,0
2755,5233,1
2756,1661,1
2757,8280,0
2758,1000,1
2759,3743,1
2760,1501,1
2761,3809,0
2762,8647,1
2763,1959,0
2764,1690,0
2765,5498,0
2766,837,0
2767,8788,1
2768,4114,0
2769,1413,1
2770,6836,1
2771,4240,0
2772,1908,1
2773,5750,0
2774,10087,0
2775,2680,1
2776,4323,1
2777,4439,1
2778,8517,0
2779,933,1
2780,33,1
2781,4295,0
2782,3258,0
2783,7497,0
2784,9276,0
2785,9811,0
2786,3833,0
2787,7682,0
2788,1748,0
2789,3693,0
2790,3608,0
2791,10230,0
2792,5468,0
2793,10464,1
2794,6932,0
2795,3616,0
2796,9603,1
2797,10394,1
2798,5509,1
2799,3731,1
2800,5827,0
2801,10527,1
2802,7004,1
2803,3210,1
2804,59,1
2805,2660,1
2806,1909,0
2807,8569,1
2808,2862,0
2809,5966,0
2810,2639,0
2811,6838,1
2812,9527,0
2813,5345,1
2814,7702,1
2815,3242,0
2816,6516,0
2817,10412,0
2818,8213,0
2819,2598,1
2820,6193,0
2821,9593,1
2822,6646,1
2823,5388,0
2824,6413,1
2825,1540,0
2826,8660,0
2827,2999,0
2828,3194,0
2829,9437,1
2830,9473,1
2831,877,0
2832,9640,0
2833,4434,0
2834,8385,0
2835,2542,0
2836,3281,0
2837,7820,1
2838,1418,1
2839,6079,0
2840,3685,0
2841,9361,0
2842,3364,1
2843,7495,0
2844,8226,1
2845,8043,0
2846,9924,0
2847,6018,0
2848,3,1
2849,4592,0
2850,10125,0
2851,8900,0
2852,7028,1
2853,3419,1
2854,5514,0
2855,2770,0
2856,5007,1
2857,1931,0
2858,9768,0
2859,3337,0
2860,703,0
2861,6685,0
2862,6064,0
2863,1881,0
2864,4842,1
2865,8432,0
2866,3569,0
2867,9797,0
2868,2829,0
2869,3739,0
2870,2128,1
2871,2372,0
2872,3354,0
2873,3321,1
2874,8532,1
2875,1800,1
2876,2560,0
2877,3936,1
2878,2588,1
2879,4890,1
2880,8912,1
2881,6192,0
2882,8658,0
2883,5272,0
2884,10404,1
2885,2299,0
2886,9419,0
2887,3018,0
2888,8642,1
2889,6594,0
2890,8852,0
2891,9212,0
2892,7081,1
2893,8469,0
2894,1372,0
2895,2514,0
2896,2311,0
2897,5548,0
2898,9024,0
2899,10324,0
2900,7735,0
2901,1488,1
2902,9130,1
2903,2307,1
2904,2374,0
2905,10519,1
2906,10264,1
2907,9908,0
2908,1073,0
2909,118,1
2910,8884,0
2911,242,0
2912,6300,0
2913,5422,0
2914,899,1
2915,773,0
2916,70,1
2917,9249,0
2918,8847,0
2919,432,0
2920,468,1
2921,7830,1
2922,4642,1
2923,1782,1
2924,8683,0
2925,8551,0
2926,5224,0
2927,922,0
2928,757,1
2929,1101,0
2930,6804,0
2931,9266,1
2932,6487,0
2933,5627,0
2934,4972,1
2935,3596,1
2936,1420,0
2937,10209,0
2938,8629,1
2939,3147,1
2940,9821,1
2941,10377,0
2942,456,0
2943,9887,1
2944,8864,0
2945,5665,0
2946,1764,0
2947,9198,1
2948,7536,0
2949,991,1
2950,1537,0
2951,3450,1
2952,5663,1
2953,4221,0
2954,3350,0
2955,943,0
2956,3203,1
2957,1144,0
2958,2334,1
2959,7074,1
2960,10071,1
2961,7540,1
2962,4143,0
2963,6643,0
2964,1067,0
2965,6356,1
2966,8133,0
2967,108,0
2968,308,0
2969,7432,0
2970,2652,1
2971,4740,1
2972,7048,0
2973,490,0
2974,6808,0
2975,7990,0
2976,4460,0
2977,6803,1
2978,2414,0
2979,8085,0
2980,2031,1
2981,8476,1
2982,9840,1
2983,2853,0
2984,8114,1
2985,6245,1
2986,8918,0
2987,2621,1
2988,5344,0
2989,3775,0
2990,631,0
2991,10481,0
2992,8188,1
2993,9830,1
2994,5426,0
2995,6688,1
2996,4132,1
2997,588,1
2998,5600,0
2999,4743,0
3000,8711,0
3001,6039,0
3002,4576,0
3003,6941,0
3004,10202,0
3005,6632,0
3006,1079,0
3007,9642,0
3008,5401,0
3009,600,0
3010,4873,0
3011,5558,0
3012,483,0
3013,10378,1
3014,9004,0
3015,2809,1
3016,9542,1
3017,3215,0
3018,6924,0
3019,7213,1
3020,3105,1
3021,9771,1
3022,632,1
3023,3232,1
3024,1543,0
3025,2164,1
3026,4559,0
3027,9530,0
3028,2033,0
3029,2842,0
3030,4186,0
3031,4078,0
3032,8093,1
3033,7286,1
3034,7044,1
3035,9234,0
3036,8536,0
3037,307,1
3038,4382,1
3039,1350,0
3040,4632,1
3041,5639,0
3042,6445,0
3043,10511,0
3044,8601,0
3045,137,1
3046,2298,1
3047,8978,0
3048,7218,0
3049,856,0
3050,736,0
3051,7719,0
3052,3177,0
3053,2564,1
3054,3123,1
3055,4827,1
3056,6386,0
3057,708,1
3058,1414,1
3059,7190,1
3060,10298,0
3061,838,1
3062,10145,1
3063,3071,1
3064,5329,0
3065,462,1
3066,9809,0
3067,7279,1
3068,2707,0
3069,3671,1
3070,516,1
3071,10395,0
3072,8167,0
3073,2138,1
3074,5192,0
3075,1377,0
3076,1390,0
3077,1244,0
3078,8424,0
3079,205,0
3080,9592,1
3081,116,1
3082,8306,0
3083,7649,1
3084,9560,1
3085,2102,0
3086,10490,0
3087,97,0
3088,7618,0
3089,9413,0
3090,6148,0
3091,7147,1
3092,2430,1
3093,7539,1
3094,7475,1
3095,7796,1
3096,1582,1
3097,8454,0
3098,3164,0
3099,2375,1
3100,980,0
3101,10233,0
3102,2271,0
3103,7843,0
3104,6165,1
3105,3449,1
3106,8757,1
3107,9757,1
3108,6925,1
3109,6191,0
3110,6985,0
3111,9064,0
3112,2691,1
3113,657,0
3114,858,0
3115,6677,1
3116,642,0
3117,2627,0
3118,1569,1
3119,3674,0
3120,10095,0
3121,7423,0
3122,4993,0
3123,4983,0
3124,7070,1
3125,700,1
3126,2447,0
3127,2380,1
3128,8418,1
3129,1288,0
3130,9400,0
3131,8530,0
3132,784,0
3133,2969,0
3134,892,1
3135,5679,0
3136,4650,0
3137,994,1
3138,9751,1
3139,9462,0
3140,4958,1
3141,506,1
3142,4631,0
3143,4321,0
3144,5617,0
3145,7571,1
3146,6873,0
3147,7964,0
3148,4567,0
3149,7429,1
3150,3615,0
3151,8744,0
3152,1142,0
3153,6189,0
3154,3411,0
3155,9133,0
3156,5806,0
3157,2385,0
3158,801,1
3159,4672,0
3160,6530,0
3161,260,0
3162,6624,1
3163,2001,1
3164,8403,0
3165,4935,0
3166,7264,1
3167,9714,1
3168,5903,1
3169,3176,1
3170,7441,1
